Datetime,Open Price,High Price,Low Price,Close Price,Total Volume
2021-11-11,89.39,89.55,88.81,89.47,1146730.0
2021-11-12,90.49,91.01,89.83,90.59,2233637.0
2021-11-15,92.1,92.34,90.28,91.52,3610723.0
2021-11-16,94.14,95.42,93.66,94.0,1427846.0
2021-11-17,94.81,95.51,93.97,94.55,1070038.0
2021-11-18,95.73,96.58,95.26,95.34,1960071.0
2021-11-19,97.29,98.86,96.11,97.48,1832212.0
2021-11-22,96.89,96.94,95.35,96.53,341323.0
2021-11-23,94.16,94.81,92.94,94.31,1200961.0
2021-11-24,94.46,94.91,94.11,94.61,987271.0
2021-11-25,92.45,93.1,92.39,92.53,1466447.0
2021-11-26,96.01,96.22,95.8,96.18,1091617.0
2021-11-29,98.67,98.77,98.34,98.43,1152463.0
2021-11-30,101.93,102.39,101.24,101.85,781049.0
2021-12-01,101.81,102.29,101.43,101.96,1736296.0
2021-12-02,103.07,103.25,102.75,102.86,2751127.0
2021-12-03,102.05,102.54,101.91,102.13,787142.0
2021-12-06,103.47,103.59,102.82,103.57,598076.0
2021-12-07,101.64,102.8,100.84,101.62,1214693.0
2021-12-08,97.78,98.19,97.38,97.64,1185496.0
2021-12-09,96.56,96.92,95.86,96.45,2159671.0
2021-12-10,94.17,94.3,94.1,94.27,650439.0
2021-12-13,96.75,97.25,95.56,96.5,918983.0
2021-12-14,99.25,99.5,98.63,99.31,410918.0
2021-12-15,96.96,97.32,96.33,97.15,2391645.0
2021-12-16,98.72,99.71,98.19,99.16,1363100.0
2021-12-17,100.97,101.6,100.59,100.67,953871.0
2021-12-20,98.23,98.4,97.31,98.22,620862.0
2021-12-21,97.69,98.86,96.7,97.63,650022.0
2021-12-22,97.06,98.45,95.41,96.75,1479380.0
2021-12-23,97.77,98.36,97.63,97.91,691271.0
2021-12-24,95.65,96.09,93.81,96.05,1266798.0
2021-12-27,95.93,96.47,95.45,95.91,3339970.0
2021-12-28,94.98,95.49,94.25,94.89,1010753.0
2021-12-29,95.53,95.73,95.51,95.61,743614.0
2021-12-30,95.72,96.02,95.25,95.29,1455709.0
2021-12-31,93.8,95.49,93.76,94.51,651547.0
2022-01-03,94.52,94.98,93.76,94.2,2841925.0
2022-01-04,97.51,98.05,97.03,97.28,2426135.0
2022-01-05,96.79,96.92,96.52,96.65,1107831.0
2022-01-06,94.14,95.56,93.62,95.09,767853.0
2022-01-07,96.35,96.67,95.92,95.98,972004.0
2022-01-10,95.48,96.29,94.99,95.78,1037337.0
2022-01-11,93.53,94.1,92.67,93.68,1456845.0
2022-01-12,96.99,97.74,95.9,97.04,2022442.0
2022-01-13,96.63,97.11,95.75,96.51,716221.0
2022-01-14,96.13,96.2,95.69,95.95,1993604.0
2022-01-17,96.46,96.78,96.01,96.2,1637765.0
2022-01-18,99.11,99.64,97.81,98.87,932948.0
2022-01-19,96.37,96.54,95.98,96.3,698468.0
2022-01-20,96.85,97.88,96.37,96.73,1274566.0
2022-01-21,99.65,100.12,99.57,99.98,708005.0
2022-01-24,99.96,100.26,99.95,100.19,2006376.0
2022-01-25,98.53,99.25,97.16,98.27,685606.0
2022-01-26,97.57,97.63,96.41,97.33,1581451.0
2022-01-27,97.87,98.75,97.29,97.66,1155093.0
2022-01-28,99.58,100.06,98.72,99.74,908625.0
2022-01-31,99.49,100.89,99.11,99.22,1142334.0
2022-02-01,100.18,101.24,100.0,100.53,2063660.0
2022-02-02,98.61,99.15,98.12,98.29,662563.0
2022-02-03,96.02,96.64,95.28,96.09,978643.0
2022-02-04,95.86,96.96,94.69,95.38,825817.0
2022-02-07,97.13,97.96,96.82,97.57,1179606.0
2022-02-08,98.21,98.55,97.68,97.69,853977.0
2022-02-09,98.04,98.64,98.04,98.15,496808.0
2022-02-10,98.48,99.62,97.59,98.59,709582.0
2022-02-11,100.4,100.4,99.75,100.34,2727450.0
2022-02-14,99.18,99.41,98.98,99.39,1360502.0
2022-02-15,100.46,100.82,100.14,100.49,1337324.0
2022-02-16,98.97,99.53,98.84,99.19,1044129.0
2022-02-17,102.13,104.4,102.07,102.35,1171959.0
2022-02-18,101.23,101.62,100.66,101.08,970041.0
2022-02-21,99.43,100.54,98.85,99.7,1565106.0
2022-02-22,100.34,100.81,99.37,100.57,1264775.0
2022-02-23,100.3,100.89,100.21,100.71,669553.0
2022-02-24,101.09,101.25,100.71,101.24,1365269.0
2022-02-25,102.02,103.29,100.62,101.62,351733.0
2022-02-28,99.65,100.08,99.63,99.9,1479078.0
2022-03-01,102.26,103.17,102.08,102.48,594408.0
2022-03-02,104.01,104.89,103.33,103.95,1146211.0
2022-03-03,106.09,106.66,105.18,106.21,661779.0
2022-03-04,106.04,106.89,105.09,105.34,1204303.0
2022-03-07,105.99,106.84,105.93,106.04,1605811.0
2022-03-08,106.49,106.96,106.28,106.39,2549515.0
2022-03-09,108.61,108.69,107.15,108.3,556444.0
2022-03-10,110.62,111.96,109.65,110.31,1958592.0
2022-03-11,110.74,111.37,110.03,110.66,1284110.0
2022-03-14,108.01,108.44,107.86,108.06,959979.0
2022-03-15,111.82,112.05,110.75,111.15,1758424.0
2022-03-16,112.1,112.18,111.12,112.14,1068790.0
2022-03-17,110.93,112.1,110.21,111.08,1721601.0
2022-03-18,111.59,111.89,111.29,111.8,732241.0
2022-03-21,108.62,109.2,107.72,109.19,876333.0
2022-03-22,111.3,112.36,110.72,111.03,1927627.0
2022-03-23,107.74,108.93,107.3,108.5,2527396.0
2022-03-24,108.13,108.66,107.45,108.14,1181723.0
2022-03-25,108.5,108.69,108.25,108.57,298449.0
2022-03-28,111.11,111.78,110.26,110.37,1088679.0
2022-03-29,109.96,110.57,109.39,110.57,1222261.0
2022-03-30,111.39,112.15,110.27,111.69,1070475.0
2022-03-31,111.61,112.56,111.27,111.65,1422845.0
2022-04-01,111.54,112.6,110.64,111.61,947465.0
2022-04-04,111.59,111.97,111.55,111.77,1829284.0
2022-04-05,111.43,112.11,110.51,111.45,671080.0
2022-04-06,108.13,108.75,108.02,108.54,2232035.0
2022-04-07,107.37,108.13,106.76,107.25,2610466.0
2022-04-08,106.93,107.82,106.11,107.68,761823.0
2022-04-11,107.26,107.49,107.12,107.27,761618.0
2022-04-12,106.82,107.48,106.21,107.02,1476740.0
2022-04-13,106.81,108.22,105.8,106.49,664234.0
2022-04-14,105.61,106.08,104.4,105.06,940060.0
2022-04-15,104.16,104.71,103.49,104.26,2087053.0
2022-04-18,104.2,104.94,103.59,103.77,1738970.0
2022-04-19,103.69,104.48,103.19,103.79,3236808.0
2022-04-20,104.14,104.59,104.11,104.45,1309809.0
2022-04-21,104.71,104.79,103.78,104.16,886096.0
2022-04-22,102.66,103.3,102.35,102.5,1233815.0
2022-04-25,100.28,100.64,99.91,100.28,1115380.0
2022-04-26,104.69,104.77,103.84,104.48,1123233.0
2022-04-27,102.73,103.07,102.25,102.64,1188376.0
2022-04-28,101.8,102.95,101.09,101.82,754731.0
2022-04-29,102.26,102.82,102.23,102.67,1384859.0
2022-05-02,103.18,103.59,102.97,103.26,594614.0
2022-05-03,104.32,105.3,103.63,104.12,840361.0
2022-05-04,103.37,104.18,102.71,103.41,1133205.0
2022-05-05,104.09,104.25,103.18,103.81,388568.0
2022-05-06,104.05,104.26,103.08,103.93,1766474.0
2022-05-09,103.16,104.04,103.16,103.43,430810.0
2022-05-10,103.43,104.2,103.39,103.84,1680823.0
2022-05-11,105.54,106.76,105.06,105.59,630076.0
2022-05-12,105.4,106.44,105.06,105.57,982191.0
2022-05-13,105.66,106.48,105.3,105.55,1559016.0
2022-05-16,107.13,107.71,106.2,107.36,3609464.0
2022-05-17,108.81,109.03,108.76,109.01,1274706.0
2022-05-18,112.13,112.99,110.89,111.77,446273.0
2022-05-19,108.79,109.3,108.57,108.74,1937381.0
2022-05-20,110.08,110.35,109.53,110.31,1070933.0
2022-05-23,111.38,112.51,111.36,111.37,1245383.0
2022-05-24,110.3,111.58,108.87,109.84,1589502.0
2022-05-25,110.39,110.78,109.78,110.29,395265.0
2022-05-26,112.35,113.55,111.44,112.15,1206541.0
2022-05-27,110.45,110.85,110.09,110.7,979848.0
2022-05-30,111.83,112.51,111.34,111.49,2215342.0
2022-05-31,113.83,114.34,111.91,113.04,1729870.0
2022-06-01,110.9,111.61,110.68,111.17,533119.0
2022-06-02,110.54,111.99,109.37,110.93,2260989.0
2022-06-03,111.53,111.87,110.78,111.47,1505691.0
2022-06-06,110.38,111.27,109.49,110.09,554809.0
2022-06-07,108.56,109.02,108.23,108.59,1236600.0
2022-06-08,108.03,108.9,107.59,108.37,2017588.0
2022-06-09,109.73,110.11,109.61,109.76,655385.0
2022-06-10,111.09,111.47,110.55,110.89,2394748.0
2022-06-13,109.28,110.22,108.6,109.41,564494.0
2022-06-14,110.76,111.58,110.33,110.55,809674.0
2022-06-15,109.5,110.49,108.66,109.12,750552.0
2022-06-16,106.48,107.97,106.37,106.4,2393978.0
2022-06-17,105.79,105.91,104.87,105.8,940806.0
2022-06-20,107.97,108.13,107.2,107.7,672388.0
2022-06-21,108.55,109.28,108.12,108.83,1502447.0
2022-06-22,108.53,109.16,107.48,108.84,1673772.0
2022-06-23,108.05,108.76,107.87,108.14,1679099.0
2022-06-24,107.33,107.68,106.65,107.49,1050031.0
2022-06-27,107.43,108.81,107.31,107.69,1365822.0
2022-06-28,106.48,106.69,105.46,105.9,868813.0
2022-06-29,106.02,106.19,105.1,105.34,2778442.0
2022-06-30,104.88,105.14,104.21,104.99,2131001.0
2022-07-01,102.82,103.11,102.5,102.79,2066730.0
2022-07-04,101.4,101.59,100.79,101.45,1788804.0
2022-07-05,102.46,103.25,101.14,102.12,1559486.0
2022-07-06,102.55,102.74,102.12,102.15,645525.0
2022-07-07,101.13,101.9,100.54,101.67,1650602.0
2022-07-08,100.37,100.72,99.32,100.23,1273313.0
2022-07-11,102.36,102.78,101.41,102.76,2261824.0
2022-07-12,101.96,102.55,101.21,101.43,1800742.0
2022-07-13,101.98,102.67,101.21,101.84,1583567.0
2022-07-14,100.82,102.66,100.71,101.07,518081.0
2022-07-15,101.07,102.2,100.52,101.14,1150261.0
2022-07-18,101.8,102.23,100.85,101.89,909867.0
2022-07-19,99.88,99.95,99.15,99.72,1364342.0
2022-07-20,100.03,100.43,98.71,99.72,976984.0
2022-07-21,101.27,103.38,101.24,101.62,1047615.0
2022-07-22,105.07,105.53,103.93,104.49,1512867.0
2022-07-25,104.79,105.24,103.5,104.29,968914.0
2022-07-26,104.1,104.96,103.94,104.37,1277986.0
2022-07-27,108.11,108.52,107.53,108.08,562583.0
2022-07-28,110.61,110.71,110.04,110.04,793175.0
2022-07-29,109.39,110.25,107.94,108.99,1669478.0
2022-08-01,107.84,108.16,107.59,107.95,650115.0
2022-08-02,109.87,110.58,109.56,109.6,2241963.0
2022-08-03,108.85,109.1,107.78,107.88,1957541.0
2022-08-04,109.79,110.37,109.39,109.76,1051665.0
2022-08-05,110.14,111.01,110.08,110.35,5386288.0
2022-08-08,111.32,112.03,110.92,111.26,2239027.0
2022-08-09,110.91,111.35,109.24,110.83,748151.0
2022-08-10,109.57,110.23,109.5,109.75,1746435.0
2022-08-11,112.46,113.16,111.3,112.31,1242867.0
2022-08-12,111.47,112.37,111.23,111.89,815571.0
2022-08-15,110.96,111.4,110.89,111.18,704360.0
2022-08-16,111.31,111.95,110.96,111.05,1977703.0
2022-08-17,110.82,111.75,110.01,111.41,891827.0
2022-08-18,109.92,110.42,109.42,109.62,1142880.0
2022-08-19,108.01,108.72,106.72,108.67,758795.0
2022-08-22,107.07,107.71,106.51,107.63,827299.0
2022-08-23,108.92,109.68,108.85,109.08,1128653.0
2022-08-24,107.67,108.39,106.81,107.58,1460210.0
2022-08-25,105.08,105.5,103.76,104.66,329661.0
2022-08-26,101.5,102.74,101.33,101.48,1212821.0
2022-08-29,99.09,99.41,99.0,99.17,828142.0
2022-08-30,101.5,102.25,100.73,101.33,2424610.0
2022-08-31,101.1,101.65,100.29,101.36,5237613.0
2022-09-01,102.22,102.77,101.93,102.18,1004862.0
2022-09-02,102.69,103.62,102.18,103.06,508330.0
2022-09-05,103.19,103.78,103.06,103.16,1274977.0
2022-09-06,103.01,103.29,102.73,103.05,1085211.0
2022-09-07,104.52,105.64,104.25,104.77,3222524.0
2022-09-08,105.08,105.32,104.68,105.03,2767056.0
2022-09-09,107.43,108.53,106.8,107.38,1853688.0
2022-09-12,108.83,109.89,108.22,108.45,896858.0
2022-09-13,106.89,107.63,106.78,107.41,1687710.0
2022-09-14,106.56,106.76,105.37,106.58,1372992.0
2022-09-15,105.14,105.97,104.18,105.38,1356830.0
2022-09-16,107.71,108.09,106.34,107.43,551769.0
2022-09-19,107.0,107.96,106.58,106.76,2044978.0
2022-09-20,105.6,106.01,105.08,105.44,1269209.0
2022-09-21,105.76,107.26,105.55,105.98,1143471.0
2022-09-22,106.12,107.11,105.39,105.83,890841.0
2022-09-23,105.85,106.49,105.54,106.34,808707.0
2022-09-26,108.99,110.99,108.31,109.56,1409336.0
2022-09-27,110.74,111.7,110.42,111.16,501530.0
2022-09-28,111.21,111.52,110.85,111.22,1784679.0
2022-09-29,109.02,109.4,106.44,108.8,709948.0
2022-09-30,106.99,108.63,106.22,107.95,429621.0
2022-10-03,109.62,109.96,108.57,109.18,2990490.0
2022-10-04,107.24,107.29,106.97,107.2,783054.0
2022-10-05,110.37,111.78,109.95,110.89,838123.0
2022-10-06,110.96,111.97,110.74,110.93,2120726.0
2022-10-07,111.39,112.03,110.3,111.02,3039536.0
2022-10-10,110.07,111.28,109.22,109.88,558773.0
2022-10-11,111.12,112.59,110.04,110.75,745579.0
2022-10-12,108.32,108.9,107.97,108.76,773484.0
2022-10-13,112.41,112.65,112.19,112.55,1919165.0
2022-10-14,114.6,115.15,114.07,114.92,2729328.0
2022-10-17,117.33,117.99,115.97,116.73,700727.0
2022-10-18,114.43,115.38,113.23,114.21,2439668.0
2022-10-19,115.58,116.88,114.35,114.6,843642.0
2022-10-20,116.65,117.44,115.7,116.81,1422692.0
2022-10-21,117.67,117.98,116.75,117.92,636840.0
2022-10-24,116.04,116.4,115.79,116.09,1131477.0
2022-10-25,115.4,115.69,114.42,114.92,1137614.0
2022-10-26,113.99,114.93,113.59,114.12,1027276.0
2022-10-27,113.09,113.99,112.29,113.05,1457868.0
2022-10-28,115.85,116.18,114.79,115.82,726857.0
2022-10-31,112.4,112.89,112.23,112.38,773080.0
2022-11-01,113.34,113.66,112.37,113.56,1496944.0
2022-11-02,111.24,111.88,110.35,111.29,2352567.0
2022-11-03,109.57,109.72,109.33,109.63,1188964.0
2022-11-04,106.22,107.0,104.73,106.22,1547011.0
2022-11-07,105.62,106.58,104.94,105.32,1756862.0
2022-11-08,108.44,108.67,107.19,107.87,1821649.0
2022-11-09,108.06,108.38,108.03,108.33,746565.0
2022-11-10,106.19,108.02,105.7,106.32,815450.0
2022-11-11,107.78,108.75,107.22,108.05,851677.0
2022-11-14,110.24,110.78,110.06,110.18,3154425.0
2022-11-15,110.19,111.0,110.05,110.37,1550513.0
2022-11-16,114.06,114.54,112.77,113.98,1516109.0
2022-11-17,115.86,116.43,114.76,115.47,1444275.0
2022-11-18,115.85,117.31,115.63,116.74,621321.0
2022-11-21,115.45,116.57,114.78,115.28,3169534.0
2022-11-22,116.28,117.89,116.27,116.44,1528189.0
2022-11-23,117.01,117.27,116.8,116.85,1726454.0
2022-11-24,117.51,118.85,116.81,117.83,497445.0
2022-11-25,116.99,117.98,116.56,116.58,1775907.0
2022-11-28,117.14,117.55,115.9,116.82,1006404.0
2022-11-29,115.54,116.15,115.24,115.34,620703.0
2022-11-30,111.79,112.32,110.51,111.52,746476.0
2022-12-01,113.05,114.06,112.2,113.3,638932.0
2022-12-02,110.46,111.49,110.07,110.66,633559.0
2022-12-05,111.11,112.53,110.72,110.86,1239569.0
2022-12-06,111.2,111.76,111.15,111.46,991147.0
2022-12-07,112.53,112.89,111.64,112.05,1421232.0
2022-12-08,111.45,112.06,111.12,111.56,2780074.0
2022-12-09,112.22,112.6,111.85,112.05,1127201.0
2022-12-12,113.61,114.79,112.77,112.9,391427.0
2022-12-13,113.98,115.43,113.4,114.23,1065570.0
2022-12-14,117.43,117.87,116.75,117.4,2184062.0
2022-12-15,118.22,118.57,117.69,117.85,1152023.0
2022-12-16,118.32,118.41,117.55,117.98,2583525.0
2022-12-19,116.21,116.94,115.37,116.32,1508265.0
2022-12-20,116.95,117.66,115.74,117.14,479676.0
2022-12-21,118.3,118.87,117.4,118.39,1270335.0
2022-12-22,118.56,118.62,116.69,118.04,1395133.0
2022-12-23,118.97,119.91,118.4,119.07,2064044.0
2022-12-26,118.57,118.87,118.2,118.54,2987114.0
2022-12-27,119.66,120.41,118.71,119.81,1893358.0
2022-12-28,121.82,122.79,121.46,121.56,1498897.0
2022-12-29,123.36,123.61,122.99,123.31,1686379.0
2022-12-30,123.18,123.74,123.04,123.55,1105708.0
2023-01-02,121.2,121.68,120.81,121.56,578712.0
2023-01-03,119.68,120.6,119.19,120.41,1227817.0
2023-01-04,121.25,121.98,119.62,121.55,1443592.0
2023-01-05,126.65,128.85,125.6,126.35,658797.0
2023-01-06,126.18,127.09,124.95,125.68,2334506.0
2023-01-09,126.87,128.23,124.7,126.6,1988131.0
2023-01-10,125.72,126.19,123.85,125.52,605687.0
2023-01-11,123.57,124.41,123.02,123.62,2380726.0
2023-01-12,122.61,122.71,120.88,122.32,1030797.0
2023-01-13,118.49,118.62,117.14,118.39,814846.0
2023-01-16,121.61,122.34,120.6,120.95,2062932.0
2023-01-17,116.76,116.83,116.09,116.79,1172294.0
2023-01-18,116.79,117.35,115.78,116.32,3108319.0
2023-01-19,114.5,115.4,113.82,114.2,785092.0
2023-01-20,112.88,113.47,112.43,112.63,505939.0
2023-01-23,114.42,115.53,114.28,115.11,1045265.0
2023-01-24,115.81,116.55,114.28,115.49,1784433.0
2023-01-25,113.72,114.42,112.48,113.76,756478.0
2023-01-26,112.57,113.97,112.17,112.72,618437.0
2023-01-27,110.89,112.55,110.18,111.38,1348446.0
2023-01-30,111.32,111.79,111.08,111.32,578478.0
2023-01-31,111.65,112.93,110.69,111.64,1401910.0
2023-02-01,114.58,115.58,114.1,115.03,1014279.0
2023-02-02,111.13,112.67,109.57,111.63,1539908.0
2023-02-03,111.74,112.3,111.34,111.58,602044.0
2023-02-06,111.33,111.69,110.37,111.04,2301523.0
2023-02-07,112.78,113.13,112.57,112.72,1097431.0
2023-02-08,113.75,113.82,112.99,113.36,1761650.0
2023-02-09,114.4,114.79,114.39,114.43,1943377.0
2023-02-10,115.05,115.93,114.87,115.07,674197.0
2023-02-13,113.09,113.72,112.08,113.41,1869401.0
2023-02-14,115.06,116.72,114.37,115.6,589757.0
2023-02-15,117.73,117.84,116.58,117.08,606179.0
2023-02-16,119.2,119.52,118.52,118.79,3210700.0
2023-02-17,120.69,122.14,120.67,121.2,2096808.0
2023-02-20,122.07,122.29,121.84,122.01,3391667.0
2023-02-21,124.87,125.06,124.63,124.9,999383.0
2023-02-22,125.56,125.89,124.7,125.66,1265799.0
2023-02-23,125.09,125.92,124.27,125.24,1565440.0
2023-02-24,125.39,125.76,124.82,125.25,1195293.0
2023-02-27,125.52,126.51,124.65,125.21,828135.0
2023-02-28,124.36,124.97,123.47,124.21,768317.0
2023-03-01,127.41,127.64,126.33,127.46,1338327.0
2023-03-02,128.01,129.4,127.81,128.07,705435.0
2023-03-03,128.63,129.24,126.95,128.27,695627.0
2023-03-06,129.25,130.09,129.0,129.07,1464151.0
2023-03-07,135.32,136.47,134.9,135.29,1146725.0
2023-03-08,132.9,135.79,132.28,132.92,1921474.0
2023-03-09,131.31,131.34,130.37,131.17,972421.0
2023-03-10,128.19,129.46,126.78,128.37,899300.0
2023-03-13,128.23,129.01,127.53,127.91,1486265.0
2023-03-14,128.01,129.19,127.61,128.42,801297.0
2023-03-15,127.34,128.86,126.07,127.5,865391.0
2023-03-16,126.67,126.98,125.83,126.43,882728.0
2023-03-17,126.3,127.11,125.92,126.73,1082895.0
2023-03-20,125.16,125.99,123.94,125.75,2917443.0
2023-03-21,126.4,126.54,126.14,126.38,604167.0
2023-03-22,127.98,128.88,127.22,128.63,2298469.0
2023-03-23,129.52,131.24,128.99,130.02,1739126.0
2023-03-24,132.16,132.53,131.46,131.86,2632618.0
2023-03-27,134.06,134.39,133.16,134.15,5770925.0
2023-03-28,135.28,135.42,133.72,134.76,2460134.0
2023-03-29,133.95,134.62,132.89,134.44,1910420.0
2023-03-30,132.79,134.35,132.64,132.83,623904.0
2023-03-31,132.19,132.65,131.72,132.03,664566.0
2023-04-03,130.5,131.5,129.08,130.96,1439916.0
2023-04-04,132.9,134.05,131.94,132.49,514506.0
2023-04-05,133.44,134.36,131.91,133.23,1635926.0
2023-04-06,134.07,135.66,133.56,134.72,413552.0
2023-04-07,132.28,132.32,132.19,132.29,2139573.0
2023-04-10,135.48,137.17,134.97,135.33,1023921.0
2023-04-11,134.2,134.79,132.81,134.43,1281188.0
2023-04-12,131.55,133.52,131.4,132.14,827210.0
2023-04-13,131.35,132.43,131.09,131.24,465439.0
2023-04-14,137.4,138.04,136.35,136.5,2229633.0
2023-04-17,135.52,137.03,134.36,135.68,2345128.0
2023-04-18,135.64,136.54,133.83,135.0,1008784.0
2023-04-19,134.31,135.13,133.66,134.61,1674399.0
2023-04-20,134.4,135.26,133.49,134.31,989104.0
2023-04-21,132.99,133.14,132.42,132.68,1389209.0
2023-04-24,132.99,133.08,132.57,133.0,1757793.0
2023-04-25,135.16,135.57,134.72,135.29,1587296.0
2023-04-26,136.27,136.9,135.86,135.97,2351314.0
2023-04-27,134.39,134.99,132.26,133.63,1558821.0
2023-04-28,133.04,133.25,132.8,132.92,1219611.0
2023-05-01,131.58,132.06,130.96,131.79,821831.0
2023-05-02,131.84,132.48,131.82,131.91,946709.0
2023-05-03,135.74,135.89,133.3,134.72,1803114.0
2023-05-04,134.47,135.13,134.01,134.42,567551.0
2023-05-05,134.01,134.3,133.06,134.25,2090479.0
2023-05-08,137.6,138.15,137.19,138.08,1044896.0
2023-05-09,139.24,140.23,139.14,140.01,798665.0
2023-05-10,141.45,142.95,140.71,141.3,694285.0
2023-05-11,146.03,146.14,144.86,145.74,1684845.0
2023-05-12,146.71,147.77,145.79,146.89,1193833.0
2023-05-15,142.37,142.57,141.56,142.38,2661453.0
2023-05-16,143.77,144.48,143.49,144.27,639513.0
2023-05-17,140.77,140.87,140.14,140.72,900692.0
2023-05-18,141.94,141.99,140.67,141.74,1148411.0
2023-05-19,137.76,138.21,137.26,137.98,825770.0
2023-05-22,137.68,138.47,136.5,136.98,1206289.0
2023-05-23,135.88,137.42,135.11,136.22,1410917.0
2023-05-24,134.71,135.23,134.16,134.59,1532241.0
2023-05-25,134.21,134.93,133.14,133.87,2553776.0
2023-05-26,136.05,136.69,134.95,136.08,626725.0
2023-05-29,134.5,134.7,134.25,134.57,1423857.0
2023-05-30,135.17,136.37,134.2,135.75,870244.0
2023-05-31,134.26,134.83,132.77,133.72,1491073.0
2023-06-01,133.26,133.96,131.79,133.33,1492057.0
2023-06-02,134.25,134.94,133.66,134.03,734203.0
2023-06-05,132.22,133.09,131.65,131.96,766373.0
2023-06-06,129.03,129.58,128.42,129.27,1553190.0
2023-06-07,130.22,130.31,130.2,130.29,1216760.0
2023-06-08,133.17,133.36,132.24,132.63,1077538.0
2023-06-09,132.04,133.98,131.95,132.48,1671101.0
2023-06-12,132.39,133.76,130.73,131.55,1733857.0
2023-06-13,131.59,132.1,130.78,131.89,922816.0
2023-06-14,131.55,132.15,130.93,132.02,785420.0
2023-06-15,132.59,133.58,131.63,132.54,639883.0
2023-06-16,128.22,130.03,126.75,127.38,1222890.0
2023-06-19,124.55,125.65,124.12,125.27,590320.0
2023-06-20,123.57,123.91,122.29,123.62,1263902.0
2023-06-21,124.11,124.36,123.3,123.93,2209813.0
2023-06-22,124.32,124.45,123.76,124.31,1007790.0
2023-06-23,125.72,126.81,125.29,125.58,919787.0
2023-06-26,125.83,126.61,125.69,126.1,3265497.0
2023-06-27,123.34,124.27,122.9,123.56,2558293.0
2023-06-28,126.36,126.46,126.03,126.42,820526.0
2023-06-29,128.56,130.08,128.52,128.99,1289167.0
2023-06-30,126.46,128.05,126.14,126.48,1417406.0
2023-07-03,127.01,128.32,126.69,127.16,1331518.0
2023-07-04,125.81,126.26,125.72,125.98,2979711.0
2023-07-05,126.39,126.42,124.91,126.27,1256216.0
2023-07-06,127.7,128.56,127.25,128.4,1354059.0
2023-07-07,132.7,133.09,131.97,132.8,1696930.0
2023-07-10,135.33,136.96,134.01,134.39,2180271.0
2023-07-11,134.59,135.7,134.55,135.03,1921179.0
2023-07-12,134.85,135.6,133.28,134.33,1573861.0
2023-07-13,134.75,134.75,133.59,134.73,551640.0
2023-07-14,137.41,137.71,137.08,137.66,942161.0
2023-07-17,137.03,138.55,136.27,137.58,1811581.0
2023-07-18,135.75,136.94,134.82,135.69,1363001.0
2023-07-19,132.86,133.05,132.09,132.29,1817667.0
2023-07-20,133.22,134.01,131.38,133.37,3089695.0
2023-07-21,133.88,134.2,133.44,133.91,667649.0
2023-07-24,132.97,132.98,131.3,132.57,2124305.0
2023-07-25,134.88,135.05,134.16,134.74,1019495.0
2023-07-26,133.24,134.42,132.74,133.87,1919691.0
2023-07-27,133.64,133.88,132.94,133.6,1178072.0
2023-07-28,134.19,134.65,133.27,133.58,3483340.0
2023-07-31,132.84,133.58,132.55,132.86,1283426.0
2023-08-01,132.27,133.44,131.73,133.37,873045.0
2023-08-02,135.98,137.04,134.93,135.82,1483534.0
2023-08-03,133.34,134.0,132.92,133.42,1414054.0
2023-08-04,133.73,137.04,132.16,134.46,2124503.0
2023-08-07,134.16,135.24,133.31,134.84,1504583.0
2023-08-08,135.58,135.61,135.06,135.19,4145493.0
2023-08-09,136.77,137.18,136.65,137.07,1137448.0
2023-08-10,136.82,138.82,136.11,137.19,1144170.0
2023-08-11,138.24,138.73,138.2,138.25,889182.0
2023-08-14,139.56,140.28,139.52,139.83,1255236.0
2023-08-15,138.78,140.15,138.55,138.74,1349884.0
2023-08-16,139.33,139.72,139.12,139.41,1384162.0
2023-08-17,138.38,139.29,138.31,138.88,1243691.0
2023-08-18,138.39,139.26,137.46,138.61,886547.0
2023-08-21,138.1,138.77,137.85,137.92,773876.0
2023-08-22,138.98,140.49,138.94,138.96,996907.0
2023-08-23,139.12,140.22,139.1,139.16,2128161.0
2023-08-24,140.86,141.59,138.95,140.04,2369998.0
2023-08-25,140.33,140.45,139.09,140.02,1157204.0
2023-08-28,136.89,137.31,135.09,136.54,751036.0
2023-08-29,136.56,136.63,135.59,136.63,1154772.0
2023-08-30,136.87,137.83,136.24,136.78,3422332.0
2023-08-31,137.14,137.32,136.53,137.32,1981736.0
2023-09-01,136.37,136.81,135.21,136.05,1583853.0
2023-09-04,133.49,134.21,132.36,133.53,1946109.0
2023-09-05,134.96,135.46,133.98,134.87,2598080.0
2023-09-06,134.37,134.65,134.08,134.3,675742.0
2023-09-07,134.67,136.21,132.78,134.68,988536.0
2023-09-08,135.28,136.44,133.1,134.1,923235.0
2023-09-11,133.83,134.57,133.64,134.1,1612921.0
2023-09-12,132.9,133.29,130.97,133.17,1302838.0
2023-09-13,131.45,132.55,131.11,131.17,1755309.0
2023-09-14,131.93,132.8,131.65,132.17,933369.0
2023-09-15,130.82,132.74,130.52,130.94,2388022.0
2023-09-18,130.86,132.12,130.19,131.29,1161628.0
2023-09-19,132.35,132.62,132.03,132.16,1701929.0
2023-09-20,131.15,132.56,130.21,130.95,2186261.0
2023-09-21,128.39,129.2,126.95,128.51,2100240.0
2023-09-22,133.82,134.38,132.31,133.53,1440375.0
